LTE基站接入点数,地市,带宽,接入OLT个数,日峰值利用率,日峰值流速,日忙时均值利用率,日忙时均值流速,日期,是否接入LTE基站,是否接入OLT,环名称,环的总节点数,省,分类
2.0,焦作,10,0.0,0.25%,25.09,0.24%,23.85,20200301,是,否,沁阳环15-晨光实业-东紫陵,4.0,河南,接入层
38.0,焦作,11,0.0,4.21%,462.9,4.01%,440.91,20200301,是,否,修武县接入环1-修武化纺厂-河北新庄,19.0,河南,接入层
82.0,焦作,11,0.0,4.48%,492.46,4.22%,463.88,20200301,是,否,银发接入环1-新华中街2-万方科技学院图书馆,18.0,河南,接入层
6.0,焦作,1,0.0,10.55%,105.52,9.16%,91.56,20200301,是,否,沁阳接入环14-横道-西向北,1.0,河南,接入层
28.0,焦作,other,0.0,20.39%,224.31,17.47%,192.17,20200301,是,否,焦作市区接入环13-六运-运管所,11.0,河南,接入层
46.0,焦作,1,0.0,10.83%,108.32,8.09%,80.94,20200301,是,否,沁阳接入环2-工贸学院-肖作,5.0,河南,接入层
18.0,焦作,10,0.0,1.54%,153.9,1.38%,138.01,20200301,是,否,焦作银发接入环3-体检中心-重型机械厂,4.0,河南,接入层
8.0,焦作,1,0.0,9.01%,90.06,7.02%,70.19,20200301,是,否,武陟乔庙接入环1-詹店-凯雪面粉厂,3.0,河南,接入层
90.0,焦作,10,0.0,9.19%,918.82,8.78%,878.28,20200301,是,否,武陟县接入环6-红旗二区-商贸城,15.0,河南,接入层
24.0,焦作,1,0.0,4.20%,42.02,4.17%,41.69,20200301,是,否,孟州接入环25-邮政局2-蔬菜基地,7.0,河南,接入层
0.0,焦作,1,0.0,0.03%,0.26,0.03%,0.26,20200301,否,否,新新家园链5-焦作农行八楼,1.0,河南,接入层
58.0,焦作,1,0.0,14.71%,147.07,11.83%,112.63,20200301,是,否,武陟县接入环40-享润洗浴-武陟原庄村（铁塔）,9.0,河南,接入层
0.0,焦作,10,6.0,2.87%,287.48,2.51%,250.77,20200301,否,是,温县接入环39-温县移动公司1-温县移动公司2,2.0,河南,接入层
18.0,焦作,1,0.0,8.18%,81.81,6.56%,65.62,20200301,是,否,温县接入环30-三星公司-瑞通公司,7.0,河南,接入层
20.0,焦作,1,0.0,25.57%,255.72,24.43%,244.27,20200301,是,否,武陟县接入环45-大陶-小董西,6.0,河南,接入层
24.0,焦作,10,0.0,1.16%,116.44,1.07%,106.82,20200301,是,否,焦作市接入环双跨环5-第二慈善医院西600米-森林半岛,7.0,河南,接入层
16.0,焦作,1,0.0,17.19%,171.9,13.40%,134.0,20200301,是,否,焦作市马村接入环5-南水北调楼-白庄小区,5.0,河南,接入层
0.0,焦作,1,0.0,3.56%,35.64,3.54%,35.44,20200301,否,否,生产楼核心一链6-人才大厦(数据),1.0,河南,接入层
10.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,10G接入环1-高新数据-生产楼数据,2.0,河南,接入层
0.0,焦作,1,0.0,0.03%,0.27,0.03%,0.27,20200301,否,否,生产楼核心3链3-中国人寿长途（数据）,1.0,河南,接入层
8.0,焦作,1,0.0,12.19%,121.86,12.12%,121.21,20200301,是,否,孟州接入环26-顺涧-西赵和,4.0,河南,接入层
32.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,沁阳接入环6-南坛(联通)-人寿保险2,3.0,河南,接入层
10.0,焦作,1,0.0,12.80%,127.98,12.05%,120.51,20200301,是,否,武陟县接入环27-覃怀公园东(灯杆)-武陟昆仑商务酒店（灯杆）,5.0,河南,接入层
16.0,焦作,1,0.0,10.39%,103.88,9.39%,93.85,20200301,是,否,孟州接入环7-滨河公园南桥-毛庄,7.0,河南,接入层
2.0,焦作,1,0.0,0.17%,1.69,0.11%,1.07,20200301,是,否,焦作市南北苑链8-春天购物广场室分,1.0,河南,接入层
24.0,焦作,1,0.0,13.91%,139.08,13.38%,133.8,20200301,是,否,武陟县接入环34-南孟迁-东岩,7.0,河南,接入层
2.0,焦作,1,0.0,3.98%,39.84,3.18%,31.75,20200301,是,否,修武县双跨接入环7-小营北-小营,2.0,河南,接入层
10.0,焦作,1,0.0,16.48%,164.82,14.93%,149.34,20200301,是,否,沁阳接入环42-南董-南山,6.0,河南,接入层
4.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,焦作市区接入环9-森林半岛-新河一桥西基站2--美映湖六号（室分）,2.0,河南,接入层
6.0,焦作,1,0.0,2.30%,23.05,1.95%,19.51,20200301,是,否,焦作银发接入环3-体检中心-重型机械厂-新华街写字楼室分链,1.0,河南,接入层
8.0,焦作,1,0.0,11.83%,118.34,9.26%,92.62,20200301,是,否,武陟县接入链1-大刘庄,3.0,河南,接入层
22.0,焦作,1,0.0,32.08%,320.76,31.13%,311.28,20200301,是,否,博爱接入环14-柏山制动器厂-芦桥,8.0,河南,接入层
0.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,否,否,焦作市区接入环8-新理工松5机房-新理工博士楼-建行理工大ATM链,1.0,河南,接入层
8.0,焦作,2,0.0,9.70%,193.92,8.89%,177.88,20200301,是,否,焦作市区接入环17-艺新派出所-西村,9.0,河南,接入层
0.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,否,否,高新区核心一链6-高新九楼基站,1.0,河南,接入层
10.0,焦作,1,0.0,4.63%,46.27,3.49%,34.91,20200301,是,否,武陟县接入链2-懿品阁,1.0,河南,接入层
4.0,焦作,1,0.0,3.10%,30.96,2.83%,27.16,20200301,是,否,宁郭接入链1-宁郭传输机房,1.0,河南,接入层
14.0,焦作,1,0.0,7.01%,70.06,5.34%,51.46,20200301,是,否,温县接入环8-常店-小渠河,5.0,河南,接入层
48.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,沁阳接入环6-沁阳皇家音乐会所-牛庄,11.0,河南,接入层
16.0,焦作,1,0.0,19.83%,198.34,13.49%,134.92,20200301,是,否,沁阳接入环41-常平窑头-沁阳宏达钢厂,4.0,河南,接入层
10.0,焦作,1,0.0,26.70%,267.01,25.68%,256.81,20200301,是,否,博爱接入环32-西城-许良中学南,8.0,河南,接入层
8.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,武陟县接入环35-武陟机房数据3(集客)-武陟机房数据4(集客),3.0,河南,接入层
10.0,焦作,1,0.0,4.65%,46.47,4.31%,43.11,20200301,是,否,焦作市区接入环18-郝庄-中级人民法院-太极景润室分,2.0,河南,接入层
2.0,焦作,1,0.0,0.37%,3.7,0.23%,2.29,20200301,是,否,中站接入环2-中站网通-中站劳动局链,1.0,河南,接入层
6.0,焦作,2,0.0,11.27%,225.39,10.52%,210.46,20200301,是,否,修武县接入环18-东夏庄-李固,7.0,河南,接入层
8.0,焦作,10,0.0,3.17%,316.96,2.70%,270.08,20200301,是,否,武陟县接入环15-三阳北-余原村,13.0,河南,接入层
40.0,焦作,1,0.0,3.50%,35.04,3.49%,34.86,20200301,是,否,温县接入环37-前东南王东（铁塔）-东南冷,5.0,河南,接入层
18.0,焦作,1,0.0,10.86%,108.55,10.77%,107.66,20200301,是,否,修武县接入环13-铁罗头-靳村南,7.0,河南,接入层
2.0,焦作,1,0.0,8.89%,88.93,7.27%,72.7,20200301,是,否,马村链3-马村医院室分,1.0,河南,接入层
4.0,焦作,1,0.0,3.59%,35.93,2.85%,28.52,20200301,是,否,博爱接入环33-柏山汇聚-博爱酒奉东(铁塔),2.0,河南,接入层
0.0,焦作,1,0.0,0.18%,1.8,0.18%,1.79,20200301,否,否,8136-焦作市地税局-1-D2EG2-2(PORT-2)-1013-高新核心3-2-81EG8-2(连接8136-焦作市地税局),1.0,河南,接入层
0.0,焦作,1,0.0,0.57%,5.68,0.57%,5.66,20200301,否,否,焦作市南北苑链9-南北苑北苑地下室,1.0,河南,接入层
12.0,焦作,1,0.0,4.46%,44.62,4.12%,41.2,20200301,是,否,武陟县接入链5-武陟龙润湾小区,1.0,河南,接入层
68.0,焦作,20,0.0,2.62%,523.74,2.48%,495.24,20200301,是,否,焦作市区接入环12-上白作-阳光小区,10.0,河南,接入层
2.0,焦作,1,0.0,0.88%,8.75,0.61%,6.09,20200301,是,否,焦作市马村接入环2-中轴-博丽建材南-化工二厂（灯杆）链,1.0,河南,接入层
6.0,焦作,1,0.0,2.94%,29.38,2.10%,20.96,20200301,是,否,焦作市上白作接入链1-1993-绿都叠翠园室分-3-D3EM8F-1(PORT-1)-1020-上白作汇聚-1-81EG8-7(PORT-7),1.0,河南,接入层
4.0,焦作,1,0.0,0.76%,7.61,0.76%,7.61,20200301,是,否,温县接入环24-赵堡西-南孟封（铁塔）,2.0,河南,接入层
18.0,焦作,1,0.0,16.06%,160.63,13.42%,134.15,20200301,是,否,焦作市区接入环20-姜冯营-崔庄,8.0,河南,接入层
8.0,焦作,1,0.0,4.97%,49.66,4.29%,42.92,20200301,是,否,武陟县接入环2-马后庄-方陵,4.0,河南,接入层
40.0,焦作,10,0.0,4.92%,492.02,4.76%,475.75,20200301,是,否,焦作市区接入环11-狮涧南（化三）-三七分厂,14.0,河南,接入层
2.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,武陟县接入环6-红旗二区-商贸城-白徐庄链,1.0,河南,接入层
12.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,武陟县接入环43-小北庄-任后庄,5.0,河南,接入层
0.0,焦作,1,0.0,0.09%,0.93,0.08%,0.78,20200301,否,否,生产楼核心4链2-1897-丰收中路建行,1.0,河南,接入层
28.0,焦作,2,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,武陟县接入环23-教委-教委2,2.0,河南,接入层
12.0,焦作,1,0.0,13.50%,134.97,10.33%,103.34,20200301,是,否,修武县双跨接入环11-产业集聚区-王屯,7.0,河南,接入层
2.0,焦作,1,0.0,2.37%,23.65,2.32%,23.21,20200301,是,否,孟州接入环29-廉庄-东小庄,1.0,河南,接入层
4.0,焦作,1,0.0,1.88%,18.8,1.47%,14.69,20200301,是,否,中站接入环5-红太阳-许衡文化公园东（铁塔）,2.0,河南,接入层
0.0,焦作,1,0.0,0.07%,0.69,0.06%,0.6,20200301,否,否,生产楼核心4链1-1898-人民西路建行,1.0,河南,接入层
4.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,沁阳接入环22-姑姑寺-东义河,2.0,河南,接入层
0.0,焦作,1,0.0,0.08%,0.82,0.08%,0.82,20200301,否,否,生产楼核心3链2-中华联合保险数据,1.0,河南,接入层
28.0,焦作,1,0.0,29.93%,299.34,28.82%,288.24,20200301,是,否,焦作市区接入环14-九里山矿-未来铝业-前蒋链,3.0,河南,接入层
16.0,焦作,1,0.0,26.72%,267.25,24.83%,248.27,20200301,是,否,温县接入环22-赵堡-林场,7.0,河南,接入层
0.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,否,否,焦作市接入环双跨环9-杨庄小学-大北张同仁医院农行ATMl链,1.0,河南,接入层
0.0,焦作,1,0.0,3.12%,31.17,2.61%,26.07,20200301,否,否,中站接入环1-丽水金沙-田涧-焦作市解放区国有林场视屏监控链,1.0,河南,接入层
2.0,焦作,1,0.0,4.88%,48.81,4.28%,42.77,20200301,是,否,中站接入环2-中站网通-中站东福园小区,2.0,河南,接入层
4.0,焦作,1,0.0,8.83%,88.25,8.64%,86.42,20200301,是,否,武陟乔庙接入环1-刘庄造纸厂-凯雪面粉厂,1.0,河南,接入层
6.0,焦作,3,0.0,6.22%,186.51,5.55%,166.49,20200301,是,否,焦作市接入环双跨环10-市政广场-防疫站-高新去管委会室分,3.0,河南,接入层
2.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,修武县接入环13-铁罗头-靳村南-新安镇杨庄链,1.0,河南,接入层
2.0,焦作,1,0.0,0.67%,6.71,0.57%,5.75,20200301,是,否,生产楼接入环2-农信小区-市区图书馆-福安家园室分链,1.0,河南,接入层
8.0,焦作,10,0.0,0.13%,12.5,0.12%,12.31,20200301,是,否,沁阳接入环33-6290-柏香PTN960（10G）,1.0,河南,接入层
30.0,焦作,10,0.0,5.37%,536.57,5.34%,533.53,20200301,是,否,孟州接入环16-米庄-胡村,12.0,河南,接入层
6.0,焦作,1,0.0,2.29%,22.87,2.24%,22.37,20200301,是,否,焦作市接入环双跨环9-杨庄小学-大北张-广电花园室分链,1.0,河南,接入层
2.0,焦作,1,0.0,5.31%,53.11,3.06%,30.55,20200301,是,否,银发接入环5-三维室分-三维超市,1.0,河南,接入层
8.0,焦作,1,0.0,33.42%,334.21,32.32%,323.21,20200301,是,否,博爱接入环23-新北里-博爱齐村,9.0,河南,接入层
28.0,焦作,10,2.0,2.13%,212.77,1.69%,169.35,20200301,是,是,温县接入环3-小岳村北-祥云镇(10G),4.0,河南,接入层
8.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,修武县接入环21-焦作北-东新庄-常桥链,1.0,河南,接入层
0.0,焦作,1,0.0,1.63%,16.26,1.44%,14.37,20200301,否,否,马村链6-马村汇聚-马村数据机房2链,1.0,河南,接入层
38.0,焦作,1,0.0,54.92%,549.19,52.68%,526.82,20200301,是,否,焦作市区接入环1-安阳城-小绵五,10.0,河南,接入层
6.0,焦作,2,0.0,0.50%,9.97,0.50%,9.91,20200301,是,否,修武县双跨接入环8-军装北-郇封,7.0,河南,接入层
2.0,焦作,1,0.0,1.05%,10.46,0.98%,9.77,20200301,是,否,生产楼核心一链12-粮食局(室分),1.0,河南,接入层
2.0,焦作,1,0.0,0.92%,9.22,0.75%,7.55,20200301,是,否,生产楼核心一链1-峰尚国际(室分),1.0,河南,接入层
14.0,焦作,1,0.0,25.83%,258.27,23.49%,234.93,20200301,是,否,沁阳接入环20-崇义粮局-西苟庄,6.0,河南,接入层
0.0,焦作,10,2.0,0.22%,22.22,0.16%,15.61,20200301,否,是,武陟县接入环49-澳通苑PTN970-武陟PTN970,2.0,河南,接入层
26.0,焦作,3,0.0,11.74%,352.25,11.45%,343.37,20200301,是,否,马村接入环3-马村小王村-马村医院南,8.0,河南,接入层
16.0,焦作,1,0.0,21.73%,217.3,21.63%,216.35,20200301,是,否,孟州接入环26-刘庄-西赵和,8.0,河南,接入层
1.0,焦作,1,0.0,0.41%,4.07,0.29%,2.89,20200301,是,否,生产楼核心一链10-黄河河务局室分,1.0,河南,接入层
20.0,焦作,1,0.0,12.77%,127.74,9.76%,97.59,20200301,是,否,温县接入环39-殷庄-白沟作,9.0,河南,接入层
2.0,焦作,1,0.0,1.48%,14.84,1.33%,13.33,20200301,是,否,生产楼核心一链11-税苑小区室分,1.0,河南,接入层
12.0,焦作,1,0.0,9.25%,92.5,9.16%,91.63,20200301,是,否,温县接入环31-赵堡镇留村基站-陈家沟,3.0,河南,接入层
4.0,焦作,1,0.0,1.89%,18.94,1.73%,17.25,20200301,是,否,生产楼核心一链24-星河公寓室分,2.0,河南,接入层
0.0,焦作,1,0.0,0.05%,0.54,0.05%,0.54,20200301,否,否,焦作市区接入环28-苏家作970,1.0,河南,接入层
4.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,武陟县接入环6-红旗二区-商贸城-阎徐店链,1.0,河南,接入层
6.0,焦作,1,0.0,9.80%,98.0,9.05%,90.55,20200301,是,否,温县接入环42-前上作东-温县远航塑料公司（铁塔）,2.0,河南,接入层
6.0,焦作,1,0.0,5.63%,56.29,4.96%,49.57,20200301,是,否,孟州接入环32-冯庄北-北开仪,2.0,河南,接入层
2.0,焦作,1,0.0,1.14%,11.36,0.99%,9.94,20200301,是,否,焦作市南北苑接入环2-创远机械厂-中惠食品厂链,1.0,河南,接入层
20.0,焦作,10,0.0,0.79%,79.18,0.69%,69.07,20200301,是,否,焦作市区接入环9-森林半岛-新河一桥西基站2,3.0,河南,接入层
0.0,焦作,1,0.0,0.98%,9.83,0.93%,9.33,20200301,否,否,阳庙汇聚接入环1-苏家作营业厅-阳庙汇聚,1.0,河南,接入层
0.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,否,否,武陟县接入链2-武陟机房数据2,1.0,河南,接入层
0.0,焦作,1,0.0,4.68%,46.78,4.63%,46.3,20200301,否,否,马村链6-马村农信社监控,1.0,河南,接入层
8.0,焦作,1,0.0,2.96%,29.58,2.09%,19.5,20200301,是,否,焦作市区接入环15-柿园-中站劳改大队-青龙峡链,3.0,河南,接入层
6.0,焦作,1,0.0,17.96%,179.64,16.87%,168.71,20200301,是,否,焦作市区接入环22-迎宾路1号灯杆--迎宾路6号灯杆,6.0,河南,接入层
0.0,焦作,1,0.0,35.82%,358.17,35.67%,356.7,20200301,否,否,焦作高新核心3链2-浪潮公司专线,1.0,河南,接入层
32.0,焦作,1,0.0,3.75%,37.52,3.61%,36.13,20200301,是,否,沁阳接入环29-西荒-冷庄,10.0,河南,接入层
12.0,焦作,1,0.0,4.72%,47.23,3.39%,33.93,20200301,是,否,生产楼核心一链2-中央翰邸(室分),2.0,河南,接入层
22.0,焦作,2,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,博爱接入环20-老马岭-西铁村,8.0,河南,接入层
2.0,焦作,1,0.0,0.99%,9.9,0.84%,8.42,20200301,是,否,生产楼核心一链15-恒基花园(室分),1.0,河南,接入层
12.0,焦作,1,0.0,35.00%,349.98,30.11%,301.08,20200301,是,否,武陟县接入环37-前高-谢旗营,4.0,河南,接入层
10.0,焦作,1,0.0,6.68%,66.81,6.15%,61.11,20200301,是,否,修武县双跨接入环3-磨台营--周庄东北角,7.0,河南,接入层
36.0,焦作,2,0.0,15.12%,302.36,14.75%,294.94,20200301,是,否,马村接入环4-山阳墙北村西-马村公安局,12.0,河南,接入层
18.0,焦作,1,0.0,14.86%,148.56,13.62%,136.2,20200301,是,否,修武县双跨接入环1-城关计生所-闫庄,5.0,河南,接入层
74.0,焦作,1,0.0,27.90%,279.0,19.54%,195.45,20200301,是,否,沁阳接入环39-粮食局-交警队2,17.0,河南,接入层
32.0,焦作,1,0.0,24.06%,240.59,22.19%,221.95,20200301,是,否,沁阳接入环46-王曲乡夏庄村基站（铁塔）-张武作村,9.0,河南,接入层
28.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,5136-韩愈小学-子架1-4-TPK1EM8F-1(PORT-1)-5120-孟州海尔广场-1-EG2-2(PORT-2),2.0,河南,接入层
72.0,焦作,10,0.0,5.18%,517.81,4.81%,480.78,20200301,是,否,焦作市接入环双跨环2-住郭庄北-太极体育馆东南,14.0,河南,接入层
14.0,焦作,1,0.0,12.02%,120.2,11.94%,119.41,20200301,是,否,博爱接入环27-上村南-柏山,4.0,河南,接入层
14.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,博爱接入环14-柏山制动器厂-柏山,5.0,河南,接入层
64.0,焦作,2,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,孟州接入环1-小宋庄-合雍办事处,13.0,河南,接入层
333.0,焦作,10,0.0,10.48%,1047.69,10.06%,1006.16,20200301,是,否,市区汇聚环1-万联世纪城-银发,3.0,河南,接入层
6.0,焦作,1,0.0,1.12%,11.2,1.11%,11.14,20200301,是,否,修武县接入环14-高村-南孟,1.0,河南,接入层
10.0,焦作,1,0.0,5.05%,50.53,3.90%,39.04,20200301,是,否,沁阳接入环24-移动基站-音乐广场-移动基站链,1.0,河南,接入层
22.0,焦作,other,0.0,13.49%,283.19,12.97%,272.35,20200301,是,否,武陟县接入环20-斯坦福小镇-中医院东,4.0,河南,接入层
16.0,焦作,1,0.0,25.39%,253.95,21.87%,211.02,20200301,是,否,武陟县接入环12-杨洼-安庄,7.0,河南,接入层
12.0,焦作,1,0.0,2.34%,23.41,2.07%,20.61,20200301,是,否,修武县接入环25-烟草局东-刘庄,8.0,河南,接入层
6.0,焦作,1,0.0,0.15%,1.45,0.09%,0.8,20200301,是,否,修武县接入环14-北高村-南孟,5.0,河南,接入层
2.0,焦作,1,0.0,23.43%,234.34,21.72%,215.3,20200301,是,否,博爱接入环31-许良-上庄村委会,7.0,河南,接入层
22.0,焦作,1,0.0,4.70%,46.95,4.69%,46.89,20200301,是,否,孟州接入环17-运水村-海头,5.0,河南,接入层
0.0,焦作,1,0.0,0.10%,0.97,0.09%,0.92,20200301,否,否,沁阳接入环13-南坛(联通)-人寿保险2链,1.0,河南,接入层
30.0,焦作,1,0.0,17.76%,177.58,14.95%,149.51,20200301,是,否,焦作接入环11-东冯封-中站李封一村,11.0,河南,接入层
5.0,焦作,1,0.0,4.95%,49.49,4.55%,45.54,20200301,是,否,焦作接入环10-王冯封村东-西冯封村委链,2.0,河南,接入层
14.0,焦作,1,0.0,25.15%,251.46,23.53%,235.33,20200301,是,否,孟州接入环4-石井-田寺,3.0,河南,接入层
12.0,焦作,3,0.0,8.34%,250.2,7.06%,211.72,20200301,是,否,博爱接入环11-博爱县公路建设第一工程处-博爱紫水晶音乐会所,9.0,河南,接入层
4.0,焦作,1,0.0,0.06%,0.64,0.06%,0.64,20200301,是,否,孟州接入环33-汽车站西（铁塔）,1.0,河南,接入层
60.0,焦作,10,0.0,4.44%,444.02,4.11%,410.97,20200301,是,否,新新家园接入环4-焦作技师学校实训楼-定和小区,8.0,河南,接入层
18.0,焦作,1,0.0,10.21%,102.09,9.86%,98.64,20200301,是,否,沁阳接入环28-荣庄西北700米-东苟庄,7.0,河南,接入层
20.0,焦作,1,0.0,6.46%,64.6,6.41%,64.09,20200301,是,否,武陟县接入环11-桥湾西北-宁郭张庄,7.0,河南,接入层
14.0,焦作,10,0.0,1.55%,154.68,1.38%,137.73,20200301,是,否,焦作接入环3-朱村-中站轮胎厂南,6.0,河南,接入层
6.0,焦作,1,0.0,1.69%,16.93,1.19%,11.92,20200301,是,否,沁阳接入环18-袁屯-睿为科技有限公司,2.0,河南,接入层
40.0,焦作,1,0.0,15.34%,153.35,14.56%,145.58,20200301,是,否,中站接入环2-中站网通-中站劳动局,18.0,河南,接入层
32.0,焦作,30,0.0,0.99%,298.47,0.96%,287.23,20200301,是,否,焦作市区接入环6-小北张东-中轴集团东南,22.0,河南,接入层
2.0,焦作,1,0.0,3.90%,38.98,3.41%,34.1,20200301,是,否,沁阳接入环23-神农坛-宋寨-晋煤集团,1.0,河南,接入层
84.0,焦作,10,0.0,3.85%,385.15,3.60%,360.09,20200301,是,否,新新家园接入环3-焦作钢厂-焦大教学楼,11.0,河南,接入层
0.0,焦作,2,0.0,0.00%,0.0,0.00%,0.0,20200301,否,否,生产楼核心二接入环1-邮政局集客1（生产）-邮政局集客(OA),2.0,河南,接入层
26.0,焦作,1,0.0,2.37%,23.68,2.05%,19.68,20200301,是,否,武陟县接入环13-何井-詹堤,4.0,河南,接入层
14.0,焦作,3,0.0,3.78%,113.3,3.48%,104.28,20200301,是,否,中站接入环3-银发-世纪小区,4.0,河南,接入层
12.0,焦作,1,0.0,0.46%,4.61,0.46%,4.6,20200301,是,否,武陟县接入环25-东马曲廉租房-新公安局,1.0,河南,接入层
66.0,焦作,10,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,新新家园接入环8-石油公司-水利局,6.0,河南,接入层
0.0,焦作,1,0.0,7.43%,74.31,7.22%,72.23,20200301,否,否,新新家园接入环7-中石化数据监控（集客）接入环,0.0,河南,接入层
2.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,博爱接入环30-茶棚-柏山超限站,7.0,河南,接入层
34.0,焦作,1,0.0,17.11%,171.12,15.34%,153.36,20200301,是,否,温县接入环18-兴发化工-许北张,8.0,河南,接入层
26.0,焦作,1,0.0,47.80%,477.96,47.54%,475.38,20200301,是,否,孟州接入环11-段东-东韩,9.0,河南,接入层
151.0,焦作,10,0.0,1.10%,110.1,1.01%,101.39,20200301,是,否,焦作市区接入环8-新理工松5机房-新理工博士楼,7.0,河南,接入层
18.0,焦作,1,0.0,33.99%,339.88,31.81%,318.08,20200301,是,否,中站接入环2-森林公园（市区）-中站网通,9.0,河南,接入层
26.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,焦作市马村接入环2-中轴-博丽建材南-墙南学校链,0.0,河南,接入层
8.0,焦作,1,0.0,5.31%,53.14,4.27%,42.72,20200301,是,否,焦作市接入环双跨环2-住郭庄北-太极体育馆东南-锦绣公馆小区南（铁塔）链,0.0,河南,接入层
42.0,焦作,10,0.0,4.45%,445.01,4.15%,415.4,20200301,是,否,焦作市马村接入环2-中轴-博丽建材南,18.0,河南,接入层
2.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,银发接入环1-新华中街2-万方科技学院图书馆-服务楼链,1.0,河南,接入层
2.0,焦作,1,0.0,0.57%,5.66,0.57%,5.66,20200301,是,否,银发接入环1-新华中街2-万方科技学院图书馆-五星电器室分链,1.0,河南,接入层
24.0,焦作,1,0.0,13.84%,138.38,10.14%,101.4,20200301,是,否,温县接入环43-化肥厂西-三家庄安置小区,7.0,河南,接入层
12.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,孟州接入环36-磨沟-德众物流,3.0,河南,接入层
22.0,焦作,10,2.0,9.83%,983.04,9.45%,945.18,20200301,是,是,孟州接入环36-西禄村-槐树,9.0,河南,接入层
26.0,焦作,1,0.0,25.47%,254.68,22.89%,228.9,20200301,是,否,温县接入环10-北孟村-前岗,9.0,河南,接入层
14.0,焦作,1,0.0,19.51%,195.06,17.99%,179.93,20200301,是,否,温县接入环23-招贤-南孟,6.0,河南,接入层
28.0,焦作,1,0.0,33.58%,335.77,32.31%,323.11,20200301,是,否,武陟县接入环28-东仲许廉租房-后高,7.0,河南,接入层
16.0,焦作,1,0.0,8.61%,86.06,5.89%,58.89,20200301,是,否,温县接入环19-龙华铝业-西张王庄,7.0,河南,接入层
12.0,焦作,1,0.0,0.95%,9.47,0.94%,9.44,20200301,是,否,博爱接入环29-前莎庄-西城2,4.0,河南,接入层
18.0,焦作,2,0.0,9.76%,195.16,8.19%,163.89,20200301,是,否,博爱接入环8-宏基小区南-西城东,7.0,河南,接入层
6.0,焦作,1,0.0,13.20%,132.0,12.77%,127.67,20200301,是,否,博爱接入环37-清华苑小区-南岳村北,6.0,河南,接入层
24.0,焦作,1,0.0,11.39%,113.85,10.52%,105.22,20200301,是,否,修武县接入环26-正源机械-澍清学院,2.0,河南,接入层
24.0,焦作,2,0.0,8.46%,169.12,8.06%,161.15,20200301,是,否,焦作市接入环双跨环12-迎宾馆东北角-西于村安置小区,2.0,河南,接入层
8.0,焦作,10,0.0,1.60%,159.94,1.45%,144.69,20200301,是,否,修武县双跨接入环12-周庄北--赵张弓,7.0,河南,接入层
8.0,焦作,1,0.0,23.21%,232.09,23.11%,231.1,20200301,是,否,孟州接入环18-塔地-杜庄南,5.0,河南,接入层
8.0,焦作,10,0.0,2.57%,256.68,2.51%,250.65,20200301,是,否,孟州接入环2-驸马庄-南庄三村,7.0,河南,接入层
44.0,焦作,3,0.0,11.79%,353.83,10.91%,327.39,20200301,是,否,焦作市区接入环14-九里山矿-未来铝业,12.0,河南,接入层
59.0,焦作,10,0.0,0.64%,64.16,0.57%,56.82,20200301,是,否,焦作市区接入环7-新理工大安全学院-理工大力附中操场西北,7.0,河南,接入层
36.0,焦作,1,0.0,16.47%,164.67,16.21%,162.12,20200301,是,否,孟州接入环34-东关联通-凤凰路与河阳路,9.0,河南,接入层
2.0,焦作,1,0.0,7.91%,79.09,4.62%,42.75,20200301,是,否,新新家园接入环9-新新家园数据-解放区农信社,2.0,河南,接入层
22.0,焦作,1,0.0,16.01%,160.06,14.68%,146.81,20200301,是,否,武陟县接入环11-三阳2-宁郭镇政府,1.0,河南,接入层
0.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,否,否,温县接入链2-凤凰城,1.0,河南,接入层
